"codelangue","codeappelobjet","traductiondictionnaire"
"3","404","<P>When buildings are unoccupied, the lighting is not as necessary. Systems auto rest BAES exist to limit the power consumption of these blocks during unoccupied periods.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">The delivery system is then controlled the rest of the general power of artificial lighting.</P>
<P>These systems reduce consumption while meeting safety requirements.</P>"
"4","404","Sistema de puesta en descanso automático de bloques autónomos de iluminación de seguridad (BAES)"
"4","404","<P>Lorsque les bâtiments sont inoccupé, l'éclairage de sécurité n'est pas autant nécessaire.&nbsp;Des systèmes de mise au repos automatique des BAES existent pour limiter la consommation électrique de ces blocs pendant les périodes d'inoccupation.</P>
<P>Le système de mise au repos est alors asservi à la coupure générale de l'éclairage artificiel.</P>
<P>Ces systèmes permettent de limiter la consommation tout en respectant les exigences de&nbsp;sécurité.</P>"
"2","419","Lampes à induction dans les zones difficile d'accès."
"2","419","<P>Lorsque les luminaires sont difficiles d'accès, les coûts de maintenance sont généralement très chers.&nbsp;En effet, les équipes d'intervention doivent utiliser des méthodes et des moyens&nbsp;particuliers pour remplacer les lampes sans interrompre la production.&nbsp;</P>
<P>L'utilisation de lampes à induction est une solution pour économiser sur la maintenance car ces lampes ont des durées de vie pouvant aller jusqu'à 60 000 heures soit environ 10 fois la durée de vie des lampes à vapeur de mercure.</P>"
"3","419","Induction lamps in difficult to access areas."
"3","419","<P>When fixtures are difficult to access, maintenance costs are usually very expensive. Indeed, the intervention teams must use special methods and means to replace lamps without interrupting production.</P>
<P>The use of induction lamps is a way to save on maintenance because these lamps have lifetimes of up to 60 000 hours to go about 10 times the life of mercury vapor lamps.</P>"
"4","419","Lámparas de inducción en las zonas difícil de acceso."
"4","419","<P>Lorsque les luminaires sont difficiles d'accès, les coûts de maintenance sont généralement très chers.&nbsp;En effet, les équipes d'intervention doivent utiliser des méthodes et des moyens&nbsp;particuliers pour remplacer les lampes sans interrompre la production.&nbsp;</P>
<P>L'utilisation de lampes à induction est une solution pour économiser sur la maintenance car ces lampes ont des durées de vie pouvant aller jusqu'à 60 000 heures soit environ 10 fois la durée de vie des lampes à vapeur de mercure.</P>"
"2","424","Transformateur à haut rendement pour l'alimentation basse tension d'un site tertiaire"
"2","424","Mise en place d'un transformateur de distribution privé, à haut rendement (faibles pertes), de type immergé dans l'huile d'une puissance comprise entre 250 et 2 500KVA et de tension primaire inférieure à 24 KV, pour l'alimentation basse tension d'un site "
"3","424","Transformer high efficiency for low supply voltage of a commercial site"
"3","424","Mise en place d'un transformateur de distribution privé, à haut rendement (faibles pertes), de type immergé dans l'huile d'une puissance comprise entre 250 et 2 500KVA et de tension primaire inférieure à 24 KV, pour l'alimentation basse tension d'un site "
"4","424","Transformador de alto rendimiento para la alimentación de baja tensión de un sitio terciario"
"4","424","Mise en place d'un transformateur de distribution privé, à haut rendement (faibles pertes), de type immergé dans l'huile d'une puissance comprise entre 250 et 2 500KVA et de tension primaire inférieure à 24 KV, pour l'alimentation basse tension d'un site "
"2","425","Système de pilotage par intermittence des centrales de traitement d'air (DOM)"
"2","425","Mise en place d'une horloge permettant de couper les ventilateurs de centrales de traitement d'air en dehors des périodes d'occupation."
"3","425","Control system intermittently central air handling (DOM)"
"3","425","Mise en place d'une horloge permettant de couper les ventilateurs de centrales de traitement d'air en dehors des périodes d'occupation."
"4","425","Sistema de pilotaje con intermitencia centrales de tratamiento de aire  (DOM)"
"4","425","Mise en place d'une horloge permettant de couper les ventilateurs de centrales de traitement d'air en dehors des périodes d'occupation."
"2","427","Connaissance approfondie de la répartition de la consommation d'énergie du site"
"2","427","Une bonne connaissance de la répartition de la consommation par poste utilisateur ou par atelier est la première étape d'une démarche d'optimisation des consommations. Cela permet ensuite de gérer les priorités au niveau des économies réalisables ou des investissement futurs. Cela permet également d’identifier des dysfonctionnements des équipements ou bien des dérives de consommation.<BR>Une connaissance poussée de la répartition de la consommation d’énergie permet aussi d’identifier la source de la consommation talon présente en permanence et l’identification des équipements non utilisés qui restent en fonctionnement.<BR>Il est possible d’effectuer une campagne de mesures à des moments représentatifs de l’activité du site. Pour un suivi dans le temps, la mise en place de compteurs d’électricité et de gaz est nécessaire."
"3","427","Thorough knowledge of the distribution of the energy site"
"3","427","A good knowledge of the distribution of consumption per user mail or workshop is the first step in a process of optimizing consumption. This in turn helps to manage priorities in achievable savings or future investment. It also helps to identify equipment malfunctions or excesses of consumption.<BR>A thorough knowledge of the distribution of energy consumption also helps to identify the source of consumption heel constantly present and identification of unused equipment that remains in operation.<BR>It is possible to perform a series of measurements at representative of the site's activity times. To follow in time, the introduction of electricity and gas meters is required."
"4","427","Conocimiento profundo del reparto del consumo de energía del sitio"
"4","427","Une bonne connaissance de la répartition de la consommation par poste utilisateur ou par atelier est la première étape d'une démarche d'optimisation des consommations. Cela permet ensuite de gérer les priorités au niveau des économies réalisables ou des investissement futurs. Cela permet également d’identifier des dysfonctionnements des équipements ou bien des dérives de consommation.<BR>Une connaissance poussée de la répartition de la consommation d’énergie permet aussi d’identifier la source de la consommation talon présente en permanence et l’identification des équipements non utilisés qui restent en fonctionnement.<BR>Il est possible d’effectuer une campagne de mesures à des moments représentatifs de l’activité du site. Pour un suivi dans le temps, la mise en place de compteurs d’électricité et de gaz est nécessaire."
"2","429","Comité énergie interne au site pour piloter la politique énergétique du site."
"2","429","<P>Dans la plupart des entreprises, un temps limité est dédié à la recherche d'économies d'énergie. Or, la plupart des gains possibles relèvent de bonnes pratiques.</P>
<P>Il est alors important d'identifier les personnes clés qui peuvent jouer un rôle clé pour l'amélioration énergétique&nbsp;du site. Pour que le comité ai un impact important, il est important qu'une personne de la direction (le directeur lui même si possible) anime le comité.&nbsp;De même, il est important que des axes de travail soit établi, liée à des unité consommatrices prioritaires et que des objectifs d'amélioration précis soient fixés.</P>
<P>De plus, la mise en place de ce comité énergie pourra être l’occasion de revoir le suivi des énergies en intégrant les factures dans le suivi technique. Il est souhaitable de suivre en même temps les euros et les kWh. Le suivi énergétique peut être lié à la production pour une analyse plus approfondie.</P>"
"3","429","Internal energy committee at the site to control the energy policy of the site."
"3","429","<P>In most companies, a limited time is devoted to research of energy savings. However, most of the possible gains fall practices.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">It is therefore important to identify the key people who can play a key role in improving the energy efficiency of the site. That the committee have a significant impact, it is important that a member of management (the director himself if possible) leads the committee. Similarly, it is important that lines of work is established, linked to priority consumers unit and specific improvement goals are set.</P>
<P>In addition, the establishment of this committee energy can be an opportunity to review the monitoring of energy bills in integrating the technical monitoring. It is desirable to follow along euros and kWh. Energy monitoring can be linked to production for further analysis.</P>"
"4","429","Comité de energía interna en el sitio para pilotar la política energética"
"4","429","<P>Dans la plupart des entreprises, un temps limité est dédié à la recherche d'économies d'énergie. Or, la plupart des gains possibles relèvent de bonnes pratiques.</P>
<P>Il est alors important d'identifier les personnes clés qui peuvent jouer un rôle clé pour l'amélioration énergétique&nbsp;du site. Pour que le comité ai un impact important, il est important qu'une personne de la direction (le directeur lui même si possible) anime le comité.&nbsp;De même, il est important que des axes de travail soit établi, liée à des unité consommatrices prioritaires et que des objectifs d'amélioration précis soient fixés.</P>
<P>De plus, la mise en place de ce comité énergie pourra être l’occasion de revoir le suivi des énergies en intégrant les factures dans le suivi technique. Il est souhaitable de suivre en même temps les euros et les kWh. Le suivi énergétique peut être lié à la production pour une analyse plus approfondie.</P>"
"2","430","Création d'un poste de responsable énergie"
"2","430","<P>Le choix d'un responsable énergie est important, pour que le site avance sur les questions d'amélioration énergétique du site. Le&nbsp;responsable énergie&nbsp;devra assurer le suivi des consommations et des coûts énergétiques et la comparaison avec les&nbsp;différents régimes de production.&nbsp;</P>
<P>Le responsable pourra aussi collecter les idées d'économies du personnel.&nbsp;Il sera pourra&nbsp;remonter les&nbsp;efforts comportementaux&nbsp;du personnel&nbsp;à la direction.<BR></P>"
"3","430","Choosing the energy manager"
"3","430","<P>Choosing a responsible energy is important for the site ahead of the issues of energy improving the site. The energy manager will monitor the consumption and energy costs and the comparison with different production regimes.</P>
<P>The manager may also collect savings from staff ideas. It will be able to trace the behavioral efforts of staff to management.</P>"
"4","430","Escoger al responsable energía"
"4","430","<P>Le choix d'un responsable énergie est important, pour que le site avance sur les questions d'amélioration énergétique du site. Le&nbsp;responsable énergie&nbsp;devra assurer le suivi des consommations et des coûts énergétiques et la comparaison avec les&nbsp;différents régimes de production.&nbsp;</P>
<P>Le responsable pourra aussi collecter les idées d'économies du personnel.&nbsp;Il sera pourra&nbsp;remonter les&nbsp;efforts comportementaux&nbsp;du personnel&nbsp;à la direction.<BR></P>"
